word_ru,definition_ru,word_uz,definition_uz
МОЧЕПОЛОВАЯ СИСТЕМА,"Система органов, отвечающих за образование и выведение мочи, а также за репродуктивные функции.",GINORGENITAL,""
ИГРА НА ОРГАНЕ,Исполнение музыки на органе.,ORGANNI,""
ПРОДАЖА ТОВАРОВ ДИСТАНЦИОННЫМ СПОСОБОМ,"Продажа товаров, осуществляемая через интернет или другие удалённые каналы, без физического присутствия покупателя.",TOVARLARNI,""
ДЕНЕЖНОЕ ПООЩРЕНИЕ,ДЕНЕЖНОЕ ПООЩРЕНИЕ - вознаграждение в денежной форме за достижения или добрые дела.,NAQD,""
ПРОВОДКА ПО ДОКУМЕНТАМ,Процесс оформления и учёта документов в организации.,HUJJATLARGA,""
ОФОРМЛЕНИЕ ДОКУМЕНТОВ,Процесс подготовки и оформления юридических или официальных бумаг.,HUJJATLARNI,""
ВТЫКАНИЕ,"Втыкание — процесс или действие, связанное с вставлением одного объекта в другой.",TILISH,""
ОБЕДНЕНИЕ,"Процесс уменьшения содержания чего-либо, чаще всего касающийся финансов или ресурсов.",YAKASHLASH,""
ОТГАДЫВАНИЕ,"Процесс нахождения решения или разгадки задачи, шарады или тайны.",TAXMOR,""
РАЗГАДЫВАНИЕ,Процесс нахождения решения или раскрытия смысла чего-либо.,YECHISH,""
РАЗГАДКА,"Разгадка — процесс или результат выяснения смысла, причины или сущности чего-либо.",YECHIMA,""
ОТГАДКА,Ответ на загадку или вопрос; разгадка.,GUESS,""
БОРЬБА САМБО,"Спортивное единоборство, сочетающее элементы борьбы и самообороны, популярное в России.",SAMBO,""
САМБО,"Русское боевое искусство, сочетающее элементы борьбы и самозащиты.",SAMBO,""
ОБКАТКА,Обкатка — процесс начального испытания или адаптации нового оборудования или механизма.,RUN-KIRISH,""
ОБКАТЫВАНИЕ,Процесс обкатки нового механизма или оборудования для проверки его работы и надёжности.,KIRISH,""
ГРОМ СРЕДИ ЯСНОГО НЕБА,Неожиданное и неприятное событие или известие.,TOMDAN,""
ВНЕЗАПНОСТЬ,"Неожиданность, внезапное появление или событие.",TO'STIQLIK,""
ДЕКАБРИСТ,Декабрист — участник восстания в декабре 1825 года против царского самодержавия в России.,DEKAMBRIST,""
